Date : 2026-02-25 17:55:38
Directory : c:\MAIN FLUTTER\stockall
Total : 501 files,  176323 codes, 7788 comments, 3665 blanks, all 187776 lines

Languages
+-------------------------+------------+------------+------------+------------+------------+
| language                | files      | code       | comment    | blank      | total      |
| c:\MAIN FLUTTER\stockall\lib\pages\customers\add_customer\add_customer.dart                                                         | Dart                    |         20 |          0 |          0 |         20 |
| c:\MAIN FLUTTER\stockall\lib\pages\customers\add_customer\platforms\add_customer_desktop.dart                                       | Dart                    |      2,005 |         25 |         39 |      2,069 |
| c:\MAIN FLUTTER\stockall\lib\pages\customers\add_customer\platforms\add_customer_mobile.dart                                        | Dart                    |          4 |         14 |          1 |         19 |
| c:\MAIN FLUTTER\stockall\lib\pages\customers\customer_page\customer_page.dart                                                       | Dart                    |         -1 |          0 |          0 |         -1 |
| c:\MAIN FLUTTER\stockall\lib\pages\customers\customer_page\platform\customer_page_desktop.dart                                      | Dart                    |        619 |          1 |         21 |        641 |
| c:\MAIN FLUTTER\stockall\lib\pages\customers\customer_page\platform\customer_page_mobile.dart                                       | Dart                    |          1 |          0 |          0 |          1 |
| c:\MAIN FLUTTER\stockall\lib\pages\customers\customers_list\customer_list.dart                                                      | Dart                    |        -16 |          0 |         -2 |        -18 |
| c:\MAIN FLUTTER\stockall\lib\pages\customers\customers_list\platforms\customer_list_desktop.dart                                    | Dart                    |        544 |          0 |         12 |        556 |
| c:\MAIN FLUTTER\stockall\lib\pages\customers\customers_list\platforms\customer_list_mobile.dart                                     | Dart                    |          5 |          0 |          0 |          5 |
| c:\MAIN FLUTTER\stockall\lib\pages\dashboard\components\expiry_sub_popup_desktop.dart                                               | Dart                    |        198 |          2 |          3 |        203 |
| c:\MAIN FLUTTER\stockall\lib\pages\dashboard\components\main_bottom_nav.dart                                                        | Dart                    |         -3 |          0 |          0 |         -3 |
| c:\MAIN FLUTTER\stockall\lib\pages\dashboard\components\main_info_tab.dart                                                          | Dart                    |         -8 |          0 |          0 |         -8 |
| c:\MAIN FLUTTER\stockall\lib\pages\dashboard\components\nav_button.dart                                                             | Dart                    |         -3 |          0 |          0 |         -3 |
| c:\MAIN FLUTTER\stockall\lib\pages\dashboard\components\top_nav_bar.dart                                                            | Dart                    |        660 |        119 |          6 |        785 |
| c:\MAIN FLUTTER\stockall\lib\pages\dashboard\components\total_sales_banner.dart                                                     | Dart                    |        221 |         -8 |          1 |        214 |
| c:\MAIN FLUTTER\stockall\lib\pages\dashboard\dashboard.dart                                                                         | Dart                    |        -38 |         -4 |         -7 |        -49 |
| c:\MAIN FLUTTER\stockall\lib\pages\dashboard\employee_auth_page\emp_auth.dart                                                       | Dart                    |         39 |        -20 |          1 |         20 |
| c:\MAIN FLUTTER\stockall\lib\pages\dashboard\platforms\dashboard_desktop.dart                                                       | Dart                    |      1,470 |        -18 |         44 |      1,496 |
| c:\MAIN FLUTTER\stockall\lib\pages\dashboard\platforms\dashboard_mobile.dart                                                        | Dart                    |        441 |         23 |          5 |        469 |
| c:\MAIN FLUTTER\stockall\lib\pages\dashboard\platforms\dashboard_tablet.dart                                                        | Dart                    |        -14 |       -156 |         -6 |       -176 |
| c:\MAIN FLUTTER\stockall\lib\pages\departments\departments.dart                                                                     | Dart                    |         35 |          0 |          5 |         40 |
| c:\MAIN FLUTTER\stockall\lib\pages\departments\platforms\departments_desktop.dart                                                   | Dart                    |        174 |          0 |          6 |        180 |
| c:\MAIN FLUTTER\stockall\lib\pages\departments\platforms\departments_mobile.dart                                                    | Dart                    |         56 |          0 |          4 |         60 |
| c:\MAIN FLUTTER\stockall\lib\pages\employees\add_employee_page\add_employee_page.dart                                               | Dart                    |         13 |          0 |          0 |         13 |
| c:\MAIN FLUTTER\stockall\lib\pages\employees\add_employee_page\platforms\add_employee_desktop.dart                                  | Dart                    |        870 |         14 |         25 |        909 |
| c:\MAIN FLUTTER\stockall\lib\pages\employees\add_employee_page\platforms\add_employee_mobile.dart                                   | Dart                    |        180 |          3 |          1 |        184 |
| c:\MAIN FLUTTER\stockall\lib\pages\employees\employee_list\employee_list_page.dart                                                  | Dart                    |        -11 |         -1 |          0 |        -12 |
| c:\MAIN FLUTTER\stockall\lib\pages\employees\employee_list\platforms\employee_list_desktop.dart                                     | Dart                    |        359 |          9 |         13 |        381 |
| c:\MAIN FLUTTER\stockall\lib\pages\employees\employee_list\platforms\employee_list_mobile.dart                                      | Dart                    |         15 |          0 |         -1 |         14 |
| c:\MAIN FLUTTER\stockall\lib\pages\employees\employee_page\employee_page.dart                                                       | Dart                    |          1 |          0 |          0 |          1 |
| c:\MAIN FLUTTER\stockall\lib\pages\employees\employee_page\platforms\employee_page_desktop.dart                                     | Dart                    |        747 |         16 |         32 |        795 |
| c:\MAIN FLUTTER\stockall\lib\pages\employees\employee_page\platforms\employee_page_mobile.dart                                      | Dart                    |         -2 |          1 |          0 |         -1 |
| c:\MAIN FLUTTER\stockall\lib\pages\expenses\add_expenses\add_expenses.dart                                                          | Dart                    |         20 |          0 |          0 |         20 |
| c:\MAIN FLUTTER\stockall\lib\pages\expenses\add_expenses\platforms\add_expenses_desktop.dart                                        | Dart                    |        360 |         26 |         19 |        405 |
| c:\MAIN FLUTTER\stockall\lib\pages\expenses\add_expenses\platforms\add_expenses_mobile.dart                                         | Dart                    |         -2 |         13 |          2 |         13 |
| c:\MAIN FLUTTER\stockall\lib\pages\expenses\expenses_page.dart                                                                      | Dart                    |        -11 |          0 |         -2 |        -13 |
| c:\MAIN FLUTTER\stockall\lib\pages\expenses\platforms\expenses_desktop.dart                                                         | Dart                    |        723 |          8 |         12 |        743 |
| c:\MAIN FLUTTER\stockall\lib\pages\expenses\platforms\expenses_moblie.dart                                                          | Dart                    |         40 |         -2 |          0 |         38 |
| c:\MAIN FLUTTER\stockall\lib\pages\expenses\single_expense\expense_details.dart                                                     | Dart                    |         23 |          0 |          2 |         25 |
| c:\MAIN FLUTTER\stockall\lib\pages\expenses\single_expense\platform\expense_details_desktop.dart                                    | Dart                    |        540 |          5 |         24 |        569 |
| c:\MAIN FLUTTER\stockall\lib\pages\expenses\single_expense\platform\expense_details_mobile.dart                                     | Dart                    |          0 |         -3 |          0 |         -3 |
| c:\MAIN FLUTTER\stockall\lib\pages\expenses\total_expenses\platforms\total_expenses_desktop.dart                                    | Dart                    |        730 |          6 |         14 |        750 |
| c:\MAIN FLUTTER\stockall\lib\pages\expenses\total_expenses\platforms\total_expenses_mobile.dart                                     | Dart                    |         21 |        -36 |         -2 |        -17 |
| c:\MAIN FLUTTER\stockall\lib\pages\expenses\total_expenses\total_expenses.dart                                                      | Dart                    |         -1 |          0 |          0 |         -1 |
| c:\MAIN FLUTTER\stockall\lib\pages\home\home.dart                                                                                   | Dart                    |        114 |         16 |          0 |        130 |
| c:\MAIN FLUTTER\stockall\lib\pages\invoices\invoice_list\invoice_list_page.dart                                                     | Dart                    |         52 |          0 |          6 |         58 |
| c:\MAIN FLUTTER\stockall\lib\pages\invoices\invoice_list\platforms\invoice_list_desktop.dart                                        | Dart                    |        787 |          8 |         18 |        813 |
| c:\MAIN FLUTTER\stockall\lib\pages\invoices\invoice_list\platforms\invoice_list_mobile.dart                                         | Dart                    |        602 |          7 |         15 |        624 |
| c:\MAIN FLUTTER\stockall\lib\pages\invoices\invoice_page\invoice_page_desktop.dart                                                  | Dart                    |      2,246 |         36 |         21 |      2,303 |
| c:\MAIN FLUTTER\stockall\lib\pages\invoices\invoice_page\invoice_page_mobile.dart                                                   | Dart                    |      2,197 |         27 |         15 |      2,239 |
| c:\MAIN FLUTTER\stockall\lib\pages\notifications\general_notif\general_notif.dart                                                   | Dart                    |          0 |         28 |          3 |         31 |
| c:\MAIN FLUTTER\stockall\lib\pages\notifications\general_notif\platforms\general_notif_desktop.dart                                 | Dart                    |          0 |        118 |          3 |        121 |
| c:\MAIN FLUTTER\stockall\lib\pages\notifications\general_notif\platforms\general_notif_mobile.dart                                  | Dart                    |          0 |         15 |          3 |         18 |
| c:\MAIN FLUTTER\stockall\lib\pages\notifications\notifications_page.dart                                                            | Dart                    |        -16 |          0 |         -2 |        -18 |
| c:\MAIN FLUTTER\stockall\lib\pages\notifications\platforms\notifications_desktop.dart                                               | Dart                    |      1,197 |          0 |         13 |      1,210 |
| c:\MAIN FLUTTER\stockall\lib\pages\notifications\platforms\notifications_mobile.dart                                                | Dart                    |        109 |          0 |         -4 |        105 |
| c:\MAIN FLUTTER\stockall\lib\pages\products\add_product_one\add_product.dart                                                        | Dart                    |         62 |          0 |          1 |         63 |
| c:\MAIN FLUTTER\stockall\lib\pages\products\add_product_one\platforms\add_product_desktop.dart                                      | Dart                    |      1,805 |         39 |         48 |      1,892 |
| c:\MAIN FLUTTER\stockall\lib\pages\products\add_product_one\platforms\add_product_mobile.dart                                       | Dart                    |        282 |       -321 |          3 |        -36 |
| c:\MAIN FLUTTER\stockall\lib\pages\products\compnents\cart_item_main.dart                                                           | Dart                    |         10 |          0 |          0 |         10 |
| c:\MAIN FLUTTER\stockall\lib\pages\products\compnents\search_product_tile.dart                                                      | Dart                    |          5 |          0 |          0 |          5 |
| c:\MAIN FLUTTER\stockall\lib\pages\products\edit_product\edit_products_page.dart                                                    | Dart                    |       -101 |        101 |          0 |          0 |
| c:\MAIN FLUTTER\stockall\lib\pages\products\edit_product\platforms\edit_product_mobile.dart                                         | Dart                    |       -437 |        437 |          0 |          0 |
| c:\MAIN FLUTTER\stockall\lib\pages\products\platforms\product_page_desktop.dart                                                     | Dart                    |        846 |         19 |         19 |        884 |
| c:\MAIN FLUTTER\stockall\lib\pages\products\platforms\product_page_mobile.dart                                                      | Dart                    |         63 |         -7 |         -3 |         53 |
| c:\MAIN FLUTTER\stockall\lib\pages\products\product_details\platforms\components\edit_discount_page.dart                            | Dart                    |        -44 |          0 |          0 |        -44 |
| c:\MAIN FLUTTER\stockall\lib\pages\products\product_details\platforms\product_details_desktop.dart                                  | Dart                    |      2,255 |         51 |         34 |      2,340 |
| c:\MAIN FLUTTER\stockall\lib\pages\products\product_details\platforms\product_details_mobile.dart                                   | Dart                    |        282 |         41 |          6 |        329 |
| c:\MAIN FLUTTER\stockall\lib\pages\products\product_details\product_details_page.dart                                               | Dart                    |         22 |          0 |          2 |         24 |
| c:\MAIN FLUTTER\stockall\lib\pages\products\products_page.dart                                                                      | Dart                    |        -17 |        -13 |         -1 |        -31 |
| c:\MAIN FLUTTER\stockall\lib\pages\products\storage_page\platforms\storage_page_desktop.dart                                        | Dart                    |      2,293 |        206 |         46 |      2,545 |
| c:\MAIN FLUTTER\stockall\lib\pages\products\storage_page\platforms\storage_page_mobile.dart                                         | Dart                    |      2,198 |         40 |         40 |      2,278 |
| c:\MAIN FLUTTER\stockall\lib\pages\products\storage_page\storage_page.dart                                                          | Dart                    |         19 |          0 |          3 |         22 |
| c:\MAIN FLUTTER\stockall\lib\pages\products\total_products\platforms\total_products_desktop.dart                                    | Dart                    |      1,051 |         23 |         22 |      1,096 |
| c:\MAIN FLUTTER\stockall\lib\pages\products\total_products\platforms\total_products_mobile.dart                                     | Dart                    |        743 |         24 |         19 |        786 |
| c:\MAIN FLUTTER\stockall\lib\pages\products\total_products\total_products_page.dart                                                 | Dart                    |       -680 |        -24 |        -16 |       -720 |
| c:\MAIN FLUTTER\stockall\lib\pages\profile\change_email\code_sent_change\code_sent_page_change.dart                                 | Dart                    |        119 |          1 |          5 |        125 |
| c:\MAIN FLUTTER\stockall\lib\pages\profile\change_email\code_sent_change\platforms\code_sent_desktop_change.dart                    | Dart                    |        244 |          0 |         10 |        254 |
| c:\MAIN FLUTTER\stockall\lib\pages\profile\change_email\code_sent_change\platforms\code_sent_mobile_change.dart                     | Dart                    |        204 |          3 |         10 |        217 |
| c:\MAIN FLUTTER\stockall\lib\pages\profile\change_email\enter_new_email\enter_new_email.dart                                        | Dart                    |         35 |          1 |          4 |         40 |
| c:\MAIN FLUTTER\stockall\lib\pages\profile\change_email\enter_new_email\forgot_password_change.dart                                 | Dart                    |          0 |         35 |          4 |         39 |
| c:\MAIN FLUTTER\stockall\lib\pages\profile\change_email\enter_new_email\platforms\enter_new_email_desktop.dart                      | Dart                    |        284 |          0 |          7 |        291 |
| c:\MAIN FLUTTER\stockall\lib\pages\profile\change_email\enter_new_email\platforms\enter_new_email_mobile.dart                       | Dart                    |        186 |          0 |          6 |        192 |
| c:\MAIN FLUTTER\stockall\lib\pages\profile\change_email\verify_email_change\platforms\verify_email_desktop_change.dart              | Dart                    |        448 |          3 |         11 |        462 |
| c:\MAIN FLUTTER\stockall\lib\pages\profile\change_email\verify_email_change\platforms\verify_email_mobile_change.dart               | Dart                    |        407 |          3 |         10 |        420 |
| c:\MAIN FLUTTER\stockall\lib\pages\profile\change_email\verify_email_change\verify_email_page_change.dart                           | Dart                    |         58 |          0 |          6 |         64 |
| c:\MAIN FLUTTER\stockall\lib\pages\profile\delete_account\delete_account.dart                                                       | Dart                    |         35 |          1 |          4 |         40 |
| c:\MAIN FLUTTER\stockall\lib\pages\profile\delete_account\platforms\delete_account_desktop.dart                                     | Dart                    |        266 |          0 |          6 |        272 |
| c:\MAIN FLUTTER\stockall\lib\pages\profile\delete_account\platforms\delete_account_mobile.dart                                      | Dart                    |        164 |          0 |          5 |        169 |
| c:\MAIN FLUTTER\stockall\lib\pages\profile\edit\edit.dart                                                                           | Dart                    |         11 |          0 |          0 |         11 |
| c:\MAIN FLUTTER\stockall\lib\pages\profile\edit\platforms\edit_desktop.dart                                                         | Dart                    |        794 |          6 |         20 |        820 |
| c:\MAIN FLUTTER\stockall\lib\pages\profile\edit\platforms\edit_mobile.dart                                                          | Dart                    |        -56 |        -28 |         -2 |        -86 |
| c:\MAIN FLUTTER\stockall\lib\pages\profile\platforms\profile_page_desktop.dart                                                      | Dart                    |        583 |          0 |          7 |        590 |
| c:\MAIN FLUTTER\stockall\lib\pages\profile\platforms\profile_page_mobile.dart                                                       | Dart                    |        273 |        -28 |          0 |        245 |
| c:\MAIN FLUTTER\stockall\lib\pages\profile\profile_page.dart                                                                        | Dart                    |        -15 |          0 |         -2 |        -17 |
| c:\MAIN FLUTTER\stockall\lib\pages\referrals\referrals.dart                                                                         | Dart                    |         -5 |          0 |          0 |         -5 |
| c:\MAIN FLUTTER\stockall\lib\pages\report\customer_report\customer_report_page.dart                                                 | Dart                    |         -1 |          0 |          0 |         -1 |
| c:\MAIN FLUTTER\stockall\lib\pages\report\customer_report\platforms\customer_report_desktop.dart                                    | Dart                    |        916 |         22 |         17 |        955 |
| c:\MAIN FLUTTER\stockall\lib\pages\report\customer_report\platforms\customer_report_mobile.dart                                     | Dart                    |        -14 |          0 |          0 |        -14 |
| c:\MAIN FLUTTER\stockall\lib\pages\report\events_log\events_log.dart                                                                | Dart                    |         23 |          0 |          4 |         27 |
| c:\MAIN FLUTTER\stockall\lib\pages\report\events_log\platforms\events_log_desktop.dart                                              | Dart                    |        673 |          1 |         12 |        686 |
| c:\MAIN FLUTTER\stockall\lib\pages\report\events_log\platforms\events_log_mobile.dart                                               | Dart                    |        558 |          0 |         11 |        569 |
| c:\MAIN FLUTTER\stockall\lib\pages\report\general_report\general_report_page.dart                                                   | Dart                    |         -1 |          0 |          0 |         -1 |
| c:\MAIN FLUTTER\stockall\lib\pages\report\general_report\platforms\general_report_desktop.dart                                      | Dart                    |      1,772 |        769 |         61 |      2,602 |
| c:\MAIN FLUTTER\stockall\lib\pages\report\general_report\platforms\general_report_mobile.dart                                       | Dart                    |        -95 |         60 |          0 |        -35 |
| c:\MAIN FLUTTER\stockall\lib\pages\report\platforms\report_desktop.dart                                                             | Dart                    |        393 |          2 |          7 |        402 |
| c:\MAIN FLUTTER\stockall\lib\pages\report\platforms\report_mobile.dart                                                              | Dart                    |         18 |          0 |          0 |         18 |
| c:\MAIN FLUTTER\stockall\lib\pages\report\product_report\platforms\product_report_desktop.dart                                      | Dart                    |      2,129 |        251 |         34 |      2,414 |
| c:\MAIN FLUTTER\stockall\lib\pages\report\product_report\platforms\product_report_mobile.dart                                       | Dart                    |        455 |        127 |         -1 |        581 |
| c:\MAIN FLUTTER\stockall\lib\pages\report\product_report\product_report_page.dart                                                   | Dart                    |         -1 |          0 |          0 |         -1 |
| c:\MAIN FLUTTER\stockall\lib\pages\report\report_page.dart                                                                          | Dart                    |        -19 |          0 |         -2 |        -21 |
| c:\MAIN FLUTTER\stockall\lib\pages\report\sales_and_revenue\platforms\sales_and_revenue_report_desktop.dart                         | Dart                    |      1,762 |         29 |         39 |      1,830 |
| c:\MAIN FLUTTER\stockall\lib\pages\report\sales_and_revenue\platforms\sales_and_revenue_report_mobile.dart                          | Dart                    |        -49 |          0 |         -2 |        -51 |
| c:\MAIN FLUTTER\stockall\lib\pages\report\sales_and_revenue\sales_and_revenue_report.dart                                           | Dart                    |         -1 |          0 |          0 |         -1 |
| c:\MAIN FLUTTER\stockall\lib\pages\restricted_page\restricted_page.dart                                                             | Dart                    |        548 |         10 |          6 |        564 |
| c:\MAIN FLUTTER\stockall\lib\pages\sales\make_sales\page1\make_sales_page.dart                                                      | Dart                    |          5 |          6 |          1 |         12 |
| c:\MAIN FLUTTER\stockall\lib\pages\sales\make_sales\page1\platforms\make_sales_desktop.dart                                         | Dart                    |      2,782 |         87 |         37 |      2,906 |
| c:\MAIN FLUTTER\stockall\lib\pages\sales\make_sales\page1\platforms\make_sales_mobile.dart                                          | Dart                    |         96 |        349 |          3 |        448 |
| c:\MAIN FLUTTER\stockall\lib\pages\sales\make_sales\page2\make_sales_two.dart                                                       | Dart                    |          9 |          0 |          0 |          9 |
| c:\MAIN FLUTTER\stockall\lib\pages\sales\make_sales\page2\platforms\make_sales_desktop_two.dart                                     | Dart                    |      1,214 |         76 |         18 |      1,308 |
| c:\MAIN FLUTTER\stockall\lib\pages\sales\make_sales\page2\platforms\make_sales_mobile_two.dart                                      | Dart                    |        144 |         69 |          1 |        214 |
| c:\MAIN FLUTTER\stockall\lib\pages\sales\make_sales\receipt_page\pdf_preview_page.dart                                              | Dart                    |         41 |          0 |          6 |         47 |
| c:\MAIN FLUTTER\stockall\lib\pages\sales\make_sales\receipt_page\platforms\receipt_page_desktop.dart                                | Dart                    |      2,086 |        175 |         39 |      2,300 |
| c:\MAIN FLUTTER\stockall\lib\pages\sales\make_sales\receipt_page\platforms\receipt_page_mobile.dart                                 | Dart                    |        275 |         79 |          3 |        357 |
| c:\MAIN FLUTTER\stockall\lib\pages\sales\make_sales\receipt_page\receipt_page.dart                                                  | Dart                    |         17 |          0 |          0 |         17 |
| c:\MAIN FLUTTER\stockall\lib\pages\sales\sales_page\platforms\sales_page_desktop.dart                                               | Dart                    |        614 |         18 |         15 |        647 |
| c:\MAIN FLUTTER\stockall\lib\pages\sales\sales_page\platforms\sales_page_mobile.dart                                                | Dart                    |        -31 |         17 |          0 |        -14 |
| c:\MAIN FLUTTER\stockall\lib\pages\sales\sales_page\sales_page.dart                                                                 | Dart                    |        -22 |         -2 |         -1 |        -25 |
| c:\MAIN FLUTTER\stockall\lib\pages\sales\total_sales\platforms\total_sales_desktop.dart                                             | Dart                    |        955 |         16 |         16 |        987 |
| c:\MAIN FLUTTER\stockall\lib\pages\sales\total_sales\platforms\total_sales_mobile.dart                                              | Dart                    |        -56 |         12 |          2 |        -42 |
| c:\MAIN FLUTTER\stockall\lib\pages\sales\total_sales\total_sales_page.dart                                                          | Dart                    |          2 |          4 |          0 |          6 |
| c:\MAIN FLUTTER\stockall\lib\pages\settings\platforms\settings_page_desktop.dart                                                    | Dart                    |        886 |        631 |          6 |      1,523 |
| c:\MAIN FLUTTER\stockall\lib\pages\settings\platforms\settings_page_mobile.dart                                                     | Dart                    |        781 |        634 |          5 |      1,420 |
| c:\MAIN FLUTTER\stockall\lib\pages\settings\settings_page.dart                                                                      | Dart                    |        199 |          6 |          4 |        209 |
| c:\MAIN FLUTTER\stockall\lib\pages\shop_setup\banner_screen\copy_staff_id\copy_staff_id.dart                                        | Dart                    |       -361 |         -6 |         -8 |       -375 |
| c:\MAIN FLUTTER\stockall\lib\pages\shop_setup\banner_screen\copy_staff_id\copy_staff_id_desktop.dart                                | Dart                    |        548 |          5 |         14 |        567 |
| c:\MAIN FLUTTER\stockall\lib\pages\shop_setup\banner_screen\copy_staff_id\copy_staff_id_mobile.dart                                 | Dart                    |        403 |          5 |         13 |        421 |
| c:\MAIN FLUTTER\stockall\lib\pages\shop_setup\banner_screen\platforms\shop_banner_screen_desktop.dart                               | Dart                    |        576 |          0 |          6 |        582 |
| c:\MAIN FLUTTER\stockall\lib\pages\shop_setup\banner_screen\platforms\shop_banner_screen_mobile.dart                                | Dart                    |        261 |          0 |          4 |        265 |
| c:\MAIN FLUTTER\stockall\lib\pages\shop_setup\banner_screen\shop_banner_screen.dart                                                 | Dart                    |       -243 |          0 |          0 |       -243 |
| c:\MAIN FLUTTER\stockall\lib\pages\shop_setup\create_category\create_category.dart                                                  | Dart                    |       -127 |         -2 |         -3 |       -132 |
| c:\MAIN FLUTTER\stockall\lib\pages\shop_setup\create_category\platforms\create_category_desktop.dart                                | Dart                    |        141 |         11 |          6 |        158 |
| c:\MAIN FLUTTER\stockall\lib\pages\shop_setup\create_category\platforms\create_category_mobile.dart                                 | Dart                    |        142 |          2 |          6 |        150 |
| c:\MAIN FLUTTER\stockall\lib\pages\shop_setup\edit_receipt_page\edit_receipt.dart                                                   | Dart                    |         26 |          0 |          3 |         29 |
| c:\MAIN FLUTTER\stockall\lib\pages\shop_setup\edit_receipt_page\platforms\edit_receipt_page_desktop.dart                            | Dart                    |      1,638 |         34 |         25 |      1,697 |
| c:\MAIN FLUTTER\stockall\lib\pages\shop_setup\edit_receipt_page\platforms\edit_receipt_page_mobile.dart                             | Dart                    |      1,484 |         22 |         17 |      1,523 |
| c:\MAIN FLUTTER\stockall\lib\pages\shop_setup\shop_page\platforms\shop_page_desktop.dart                                            | Dart                    |      1,461 |          2 |         12 |      1,475 |
| c:\MAIN FLUTTER\stockall\lib\pages\shop_setup\shop_page\platforms\shop_page_mobile.dart                                             | Dart                    |        421 |          0 |          2 |        423 |
| c:\MAIN FLUTTER\stockall\lib\pages\shop_setup\shop_page\shop_page.dart                                                              | Dart                    |         -1 |          0 |          0 |         -1 |
| c:\MAIN FLUTTER\stockall\lib\pages\shop_setup\shop_setup_one\shop_setup_desktop.dart                                                | Dart                    |        310 |         18 |         10 |        338 |
| c:\MAIN FLUTTER\stockall\lib\pages\shop_setup\shop_setup_one\shop_setup_mobile.dart                                                 | Dart                    |        274 |         16 |         10 |        300 |
| c:\MAIN FLUTTER\stockall\lib\pages\shop_setup\shop_setup_one\shop_setup_page.dart                                                   | Dart                    |         24 |          0 |          3 |         27 |
| c:\MAIN FLUTTER\stockall\lib\pages\shop_setup\shop_setup_page.dart                                                                  | Dart                    |       -336 |          0 |        -10 |       -346 |
| c:\MAIN FLUTTER\stockall\lib\pages\shop_setup\shop_setup_two.dart                                                                   | Dart                    |     -3,403 |        -18 |        -64 |     -3,485 |
| c:\MAIN FLUTTER\stockall\lib\pages\shop_setup\shop_setup_two\shop_setup_two.dart                                                    | Dart                    |         24 |          0 |          3 |         27 |
| c:\MAIN FLUTTER\stockall\lib\pages\shop_setup\shop_setup_two\shop_setup_two_desktop.dart                                            | Dart                    |      3,629 |         32 |         65 |      3,726 |
| c:\MAIN FLUTTER\stockall\lib\pages\shop_setup\shop_setup_two\shop_setup_two_mobile.dart                                             | Dart                    |      3,565 |         12 |         66 |      3,643 |
| c:\MAIN FLUTTER\stockall\lib\pages\subscription_page\components\comparison_row.dart                                                 | Dart                    |        187 |          0 |          4 |        191 |
| c:\MAIN FLUTTER\stockall\lib\pages\subscription_page\components\comparison_section_widget.dart                                      | Dart                    |        930 |          0 |          4 |        934 |
| c:\MAIN FLUTTER\stockall\lib\pages\subscription_page\components\faq_section.dart                                                    | Dart                    |        180 |          0 |          8 |        188 |
| c:\MAIN FLUTTER\stockall\lib\pages\subscription_page\components\pricing_container_widget.dart                                       | Dart                    |        611 |          4 |         14 |        629 |
| c:\MAIN FLUTTER\stockall\lib\pages\subscription_page\components\pricing_section_widget.dart                                         | Dart                    |        225 |          0 |          4 |        229 |
| c:\MAIN FLUTTER\stockall\lib\pages\subscription_page\subscription_page.dart                                                         | Dart                    |        364 |          0 |         10 |        374 |
| c:\MAIN FLUTTER\stockall\lib\providers\app_version_provider.dart                                                                    | Dart                    |         77 |          0 |          8 |         85 |
| c:\MAIN FLUTTER\stockall\lib\providers\comp_provider.dart                                                                           | Dart                    |         83 |          0 |          1 |         84 |
| c:\MAIN FLUTTER\stockall\lib\providers\connectivity_provider.dart                                                                   | Dart                    |         77 |         53 |         21 |        151 |
| c:\MAIN FLUTTER\stockall\lib\providers\customers_provider.dart                                                                      | Dart                    |        295 |        -60 |         11 |        246 |
| c:\MAIN FLUTTER\stockall\lib\providers\data_provider.dart                                                                           | Dart                    |      1,110 |        139 |         88 |      1,337 |
| c:\MAIN FLUTTER\stockall\lib\providers\department_provider.dart                                                                     | Dart                    |        375 |         13 |         36 |        424 |
| c:\MAIN FLUTTER\stockall\lib\providers\events_log_provider.dart                                                                     | Dart                    |        380 |          3 |         20 |        403 |
| c:\MAIN FLUTTER\stockall\lib\providers\expenses_provider.dart                                                                       | Dart                    |        300 |         25 |         17 |        342 |
| c:\MAIN FLUTTER\stockall\lib\providers\invoices_provider.dart                                                                       | Dart                    |        999 |         75 |         83 |      1,157 |
| c:\MAIN FLUTTER\stockall\lib\providers\multi_display_provider.dart                                                                  | Dart                    |        263 |          6 |         23 |        292 |
| c:\MAIN FLUTTER\stockall\lib\providers\nav_provider.dart                                                                            | Dart                    |        148 |          2 |         12 |        162 |
| c:\MAIN FLUTTER\stockall\lib\providers\notifications_provider.dart                                                                  | Dart                    |         75 |          0 |          3 |         78 |
| c:\MAIN FLUTTER\stockall\lib\providers\product_suggestions_provider.dart                                                            | Dart                    |       -146 |        146 |         -4 |         -4 |
| c:\MAIN FLUTTER\stockall\lib\providers\receipts_provider.dart                                                                       | Dart                    |        205 |         96 |         14 |        315 |
| c:\MAIN FLUTTER\stockall\lib\providers\report_provider.dart                                                                         | Dart                    |         -2 |          0 |          0 |         -2 |
| c:\MAIN FLUTTER\stockall\lib\providers\sales_provider.dart                                                                          | Dart                    |      1,091 |         86 |         56 |      1,233 |
| c:\MAIN FLUTTER\stockall\lib\providers\shop_provider.dart                                                                           | Dart                    |      1,463 |         96 |        112 |      1,671 |
| c:\MAIN FLUTTER\stockall\lib\providers\sub_payment_provider.dart                                                                    | Dart                    |         17 |          5 |          6 |         28 |
| c:\MAIN FLUTTER\stockall\lib\providers\subscription_provider.dart                                                                   | Dart                    |        290 |          7 |         20 |        317 |
| c:\MAIN FLUTTER\stockall\lib\providers\user_provider.dart                                                                           | Dart                    |         23 |         -4 |         -4 |         15 |
| c:\MAIN FLUTTER\stockall\lib\services\auth_service.dart                                                                             | Dart                    |        217 |         -1 |         22 |        238 |
| c:\MAIN FLUTTER\stockall\lib\services\barcode_generation\barcode_import_helper.dart                                                 | Dart                    |          3 |          0 |          1 |          4 |
| c:\MAIN FLUTTER\stockall\lib\services\barcode_generation\barcode_printing_import_desktop.dart                                       | Dart                    |        145 |          7 |         23 |        175 |
| c:\MAIN FLUTTER\stockall\lib\services\barcode_generation\barcode_printing_import_stub.dart                                          | Dart                    |         19 |          0 |          5 |         24 |
| c:\MAIN FLUTTER\stockall\lib\services\barcode_generation\barcode_printing_import_web.dart                                           | Dart                    |         19 |          0 |          5 |         24 |
| c:\MAIN FLUTTER\stockall\lib\services\notification_service\notificaton_service.dart                                                 | Dart                    |          0 |         28 |          8 |         36 |
